"Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default"
54,29489,150125,781,67,2,20.15,60,"High School","Full-time","Divorced","No",1
56,129759,166120,796,92,3,8.05,60,"Master's","Full-time","Single","Yes",0
65,137124,135467,604,10,4,20.97,60,"PhD","Full-time","Single","Yes",0
48,74241,234096,576,44,1,6.18,48,"High School","Full-time","Divorced","No",0
36,133001,21762,562,45,3,20.4,48,"Bachelor's","Full-time","Married","No",1
18,113729,199159,658,10,4,8.16,48,"High School","Full-time","Married","No",0
27,32973,221190,819,64,2,21.04,12,"Master's","Part-time","Divorced","No",1
56,46966,200256,830,43,2,2.86,60,"High School","Part-time","Single","Yes",0
34,123959,74893,511,116,4,2.98,24,"High School","Full-time","Married","No",0
59,23186,13254,432,12,3,8.78,24,"High School","Unemployed","Single","Yes",0
33,26014,113246,439,59,2,17.96,48,"Bachelor's","Self-employed","Divorced","Yes",0
58,103134,121426,328,76,3,2.46,60,"PhD","Part-time","Married","No",0
53,36435,249917,739,106,4,18.18,60,"PhD","Part-time","Divorced","Yes",0
32,102008,163720,448,97,2,10.69,12,"Bachelor's","Unemployed","Married","Yes",0
19,139468,202381,806,81,1,18.3,48,"Bachelor's","Self-employed","Divorced","Yes",0
29,86899,73872,601,89,3,15.55,48,"High School","Full-time","Single","Yes",0
62,133307,16507,512,39,1,22.06,24,"Bachelor's","Part-time","Divorced","Yes",1
65,87510,152328,604,77,4,23.09,24,"Master's","Full-time","Divorced","Yes",0
54,42078,143265,669,52,1,20.15,24,"Master's","Self-employed","Divorced","Yes",0
36,145117,238093,365,54,4,10.97,60,"Master's","Unemployed","Married","Yes",1
24,17670,108366,660,118,4,22.81,24,"High School","Unemployed","Married","Yes",1
69,37634,20918,615,96,1,9.37,60,"High School","Full-time","Single","No",0
61,85589,34244,443,2,2,24.32,12,"Master's","Full-time","Married","Yes",0
36,49262,161173,437,93,2,7.64,36,"Bachelor's","Self-employed","Married","No",0
19,44233,62506,445,64,1,3.03,36,"Bachelor's","Full-time","Married","No",0
32,60999,170605,518,57,1,6,60,"Master's","Full-time","Divorced","Yes",0
48,116243,232988,721,67,3,6.6,12,"PhD","Self-employed","Divorced","Yes",0
58,114040,174540,327,14,4,6.57,12,"High School","Self-employed","Single","No",0
55,62101,136480,619,22,3,18.9,48,"Bachelor's","Unemployed","Single","No",0
58,35037,137562,587,22,3,13.26,12,"High School","Full-time","Single","Yes",0
58,87808,88806,656,2,4,4.79,24,"Bachelor's","Full-time","Single","Yes",0
52,19388,124033,807,37,1,7.76,24,"High School","Unemployed","Divorced","No",0
18,118768,129247,320,92,3,17.28,48,"Bachelor's","Part-time","Single","Yes",0
40,28480,120508,786,26,1,12.64,60,"PhD","Part-time","Divorced","No",0
38,129884,104041,429,34,2,23.19,60,"High School","Part-time","Married","Yes",0
51,148187,173976,660,14,4,8.81,12,"Bachelor's","Full-time","Married","Yes",0
50,86737,249119,649,101,3,22.52,24,"High School","Self-employed","Single","No",0
44,75985,30607,606,90,3,18.66,36,"Bachelor's","Part-time","Single","Yes",0
65,131562,141596,380,89,1,4.28,36,"PhD","Full-time","Married","Yes",1
59,116294,236007,486,82,1,2.51,12,"Master's","Self-employed","Single","Yes",0
49,61485,118733,339,89,2,23.56,36,"Bachelor's","Full-time","Married","Yes",0
48,80392,210017,776,98,2,18.28,12,"Bachelor's","Full-time","Single","No",0
31,61648,191236,698,95,1,2.51,48,"Bachelor's","Self-employed","Single","No",0
35,68296,67891,522,46,1,3.62,12,"High School","Self-employed","Divorced","No",0
41,69309,48081,444,70,2,20.4,24,"PhD","Full-time","Single","No",0
49,82917,20052,502,29,4,2.2,36,"High School","Self-employed","Single","Yes",0
68,140510,144893,577,56,3,2.13,12,"PhD","Self-employed","Single","No",0
39,73365,84208,357,22,1,7.36,12,"High School","Unemployed","Single","Yes",0
23,40027,222825,413,95,4,23.02,60,"PhD","Part-time","Divorced","Yes",1
40,104078,46365,356,109,3,23.91,36,"PhD","Full-time","Married","No",0
32,82041,121370,818,70,2,8.45,12,"Bachelor's","Part-time","Single","Yes",0
45,92880,64633,476,26,3,6.63,24,"High School","Full-time","Single","No",0
42,67733,24576,711,94,3,8.01,36,"High School","Part-time","Married","Yes",0
35,67842,23203,470,85,2,24.84,12,"Bachelor's","Self-employed","Divorced","No",0
51,133043,246822,354,47,2,21.22,12,"PhD","Unemployed","Single","Yes",0
37,81514,38845,595,39,4,8.28,60,"PhD","Part-time","Single","Yes",0
41,148629,111722,769,115,1,19.46,48,"Master's","Unemployed","Married","No",0
69,69734,179795,360,98,2,14.74,12,"PhD","Unemployed","Divorced","Yes",0
21,67187,82600,793,107,2,14.01,60,"Master's","Unemployed","Divorced","No",0
40,65602,129845,815,61,2,8.83,24,"Bachelor's","Unemployed","Married","Yes",0
47,126022,248493,435,42,2,21.15,24,"PhD","Self-employed","Single","No",0
37,48631,110565,487,7,3,14.21,12,"High School","Full-time","Married","No",0
53,85662,39164,648,104,2,8.03,12,"High School","Full-time","Divorced","Yes",0
26,86745,214696,422,16,1,4.15,36,"Bachelor's","Part-time","Divorced","Yes",0
67,106430,154976,679,65,3,13.95,48,"Bachelor's","Part-time","Married","No",0
43,72595,210348,342,18,4,12.62,24,"Master's","Unemployed","Divorced","Yes",0
58,113706,177933,413,6,4,13.78,24,"PhD","Part-time","Divorced","Yes",0
26,45906,93604,681,119,1,3.51,60,"PhD","Unemployed","Single","Yes",0
31,136594,228263,835,44,2,12.98,12,"PhD","Unemployed","Divorced","Yes",0
60,129794,143189,382,97,1,21.48,36,"Master's","Full-time","Divorced","Yes",0
50,28936,222923,715,11,1,2.71,48,"Bachelor's","Unemployed","Single","Yes",0
57,122510,66736,377,50,4,17.62,12,"High School","Part-time","Single","Yes",0
33,53931,138581,541,88,3,2.4,24,"Master's","Full-time","Married","No",0
67,75646,203039,815,57,4,24,60,"PhD","Part-time","Single","No",1
23,42436,148803,341,60,2,22.12,36,"PhD","Full-time","Divorced","Yes",0
24,142260,183897,362,28,2,3.36,60,"Bachelor's","Unemployed","Married","No",0
58,85798,122482,705,74,1,8.27,48,"Master's","Unemployed","Single","Yes",0
38,37224,187153,764,0,2,9.16,12,"Bachelor's","Part-time","Single","No",1
58,116515,51514,421,6,2,8.79,60,"Master's","Unemployed","Divorced","No",0
34,37952,97081,613,79,3,14.33,48,"Bachelor's","Self-employed","Divorced","Yes",0
67,109011,175496,634,88,2,15.34,12,"High School","Part-time","Divorced","No",0
21,110077,37639,525,115,3,20.99,12,"Master's","Full-time","Married","No",0
39,127989,170121,453,33,4,19.55,60,"Bachelor's","Self-employed","Divorced","No",0
33,133444,15649,713,90,1,3.86,48,"High School","Full-time","Divorced","Yes",0
64,78766,27643,397,66,2,12.48,12,"Bachelor's","Unemployed","Married","No",0
18,112922,13417,640,102,3,6.66,60,"Bachelor's","Unemployed","Married","No",0
32,46710,93939,823,60,2,22.32,12,"High School","Unemployed","Single","Yes",0
36,93043,6684,828,44,2,11.11,60,"Bachelor's","Full-time","Divorced","No",0
45,148866,208303,747,15,1,3,60,"Bachelor's","Self-employed","Divorced","Yes",0
49,85864,103775,485,90,4,18.22,24,"Bachelor's","Unemployed","Single","Yes",1
45,103495,46957,818,21,4,9.67,60,"Bachelor's","Unemployed","Single","No",0
49,56112,138078,558,37,4,18.66,36,"Master's","Unemployed","Divorced","No",0
50,30513,205599,633,54,3,12.28,48,"Bachelor's","Self-employed","Married","Yes",0
54,120479,203357,494,84,3,2.46,12,"Bachelor's","Part-time","Single","No",0
66,49135,30396,444,60,1,4.6,12,"Bachelor's","Full-time","Divorced","No",0
40,50581,82241,670,16,3,3.55,36,"Master's","Self-employed","Divorced","No",0
48,52902,73387,547,107,1,11.88,12,"High School","Full-time","Married","No",0
29,143269,179106,519,3,4,17.38,60,"PhD","Part-time","Married","No",0
48,136122,50512,373,1,2,8.99,12,"Bachelor's","Full-time","Divorced","Yes",0
33,115342,113571,768,67,4,21.41,60,"Bachelor's","Unemployed","Divorced","No",0
27,133585,149730,457,80,4,20.87,24,"PhD","Full-time","Married","No",0
32,128826,152262,661,19,2,3.58,60,"Master's","Part-time","Divorced","No",0
41,28492,75676,427,58,4,10.35,36,"High School","Unemployed","Divorced","No",0
49,41669,66117,317,4,4,9.03,60,"High School","Unemployed","Single","Yes",0
68,121371,82697,825,101,1,21.74,24,"Bachelor's","Full-time","Divorced","No",0
35,39741,129936,385,106,1,8.85,36,"Bachelor's","Self-employed","Married","Yes",0
34,55195,202102,391,62,1,15.33,36,"Bachelor's","Part-time","Single","No",0
61,88284,18945,383,47,3,12.04,48,"High School","Part-time","Married","Yes",0
26,78225,189074,422,87,3,16.92,60,"PhD","Full-time","Divorced","Yes",0
55,40698,78960,375,44,2,2.12,12,"Bachelor's","Self-employed","Single","Yes",0
61,146678,106603,794,4,2,3.99,12,"PhD","Part-time","Single","Yes",0
26,63359,111819,704,21,3,19.79,24,"Master's","Full-time","Divorced","No",0
35,53618,36660,465,68,1,9.5,48,"PhD","Unemployed","Married","No",0
19,72085,214483,671,13,1,24.42,60,"Bachelor's","Self-employed","Married","No",1
59,131828,103227,616,37,1,16.78,48,"PhD","Self-employed","Divorced","Yes",0
64,57611,97249,354,54,2,17.41,48,"Master's","Unemployed","Single","No",0
27,72030,115667,443,28,3,12.27,36,"Bachelor's","Part-time","Single","Yes",1
27,89726,40698,347,15,3,18.74,60,"Bachelor's","Self-employed","Married","Yes",1
36,34927,165001,705,119,3,22.07,60,"PhD","Part-time","Single","Yes",0
30,34426,230476,642,49,3,21.16,60,"Bachelor's","Unemployed","Single","No",1
60,117938,80577,306,96,1,2.51,48,"PhD","Full-time","Divorced","Yes",0
26,100377,56266,746,114,3,11.52,48,"PhD","Unemployed","Divorced","No",0
28,131949,176341,731,88,2,3.27,48,"Bachelor's","Self-employed","Single","Yes",0
48,93475,123827,743,109,1,17.77,48,"Bachelor's","Unemployed","Divorced","No",0
22,90266,35650,614,46,2,15.07,24,"Master's","Self-employed","Single","No",0
55,56451,228629,711,47,3,12.97,48,"PhD","Unemployed","Divorced","Yes",0
20,67208,119250,648,50,2,23.24,12,"PhD","Full-time","Single","Yes",0
20,51148,157445,681,72,1,20.67,60,"Master's","Part-time","Married","No",0
44,41798,241057,799,85,2,7.6,60,"Bachelor's","Unemployed","Married","No",0
33,93820,108439,531,63,1,15.8,36,"High School","Self-employed","Married","Yes",0
36,123222,160805,330,48,1,24.13,12,"High School","Unemployed","Single","No",0
57,86311,179769,527,85,2,7.2,12,"Bachelor's","Self-employed","Single","Yes",0
68,54394,59294,366,62,2,7.2,60,"Bachelor's","Unemployed","Divorced","No",0
48,57532,44145,353,107,1,17.44,48,"Bachelor's","Part-time","Married","No",0
41,43681,195788,383,9,1,14.52,60,"High School","Full-time","Married","Yes",0
43,107607,159997,844,93,2,13.56,12,"PhD","Full-time","Single","Yes",0
40,145895,204629,461,2,4,4.49,12,"High School","Part-time","Divorced","Yes",0
25,39544,128182,731,81,4,11.6,60,"PhD","Unemployed","Divorced","Yes",0
55,52722,172886,660,32,1,24.99,60,"PhD","Self-employed","Married","Yes",0
38,96089,88408,713,118,1,14.34,36,"Master's","Part-time","Single","No",0
59,45248,239713,645,108,1,14.92,48,"Bachelor's","Self-employed","Single","No",0
65,25623,171935,496,42,3,17.73,24,"High School","Unemployed","Married","Yes",0
59,77965,203333,422,18,3,4.57,48,"Master's","Self-employed","Divorced","Yes",0
20,99447,14641,336,74,1,24.75,36,"Master's","Full-time","Married","No",0
30,85498,139520,625,34,4,10.21,60,"Bachelor's","Self-employed","Single","Yes",0
66,34431,50132,340,75,2,20.85,60,"High School","Unemployed","Married","Yes",0
18,90311,193539,648,29,1,3.56,60,"Master's","Full-time","Single","No",0
51,123336,82405,839,111,2,10.01,12,"Master's","Unemployed","Divorced","No",0
42,49007,141904,392,22,1,7.06,48,"PhD","Unemployed","Married","Yes",0
47,140775,156649,458,43,2,10.3,36,"Master's","Unemployed","Divorced","Yes",0
31,71429,221659,650,6,4,24.38,60,"High School","Full-time","Divorced","Yes",1
32,142362,69882,506,107,1,21.54,24,"High School","Self-employed","Divorced","No",1
57,133791,213387,502,33,2,8.76,48,"High School","Unemployed","Divorced","No",0
59,148793,165930,847,82,2,13.41,48,"Bachelor's","Unemployed","Married","Yes",0
49,31470,219700,366,58,1,24.94,12,"Master's","Full-time","Single","Yes",0
28,124568,68080,407,35,4,6.2,24,"Master's","Unemployed","Married","Yes",1
56,120223,232090,781,75,2,5.39,24,"Master's","Part-time","Divorced","Yes",0
69,131529,156311,347,82,1,11.97,24,"High School","Unemployed","Single","No",0
62,61024,247751,674,74,4,15.71,60,"Master's","Part-time","Married","Yes",0
67,128997,152241,646,4,3,14.56,36,"High School","Full-time","Divorced","No",0
49,93739,128488,449,97,2,14.42,60,"Master's","Unemployed","Single","Yes",0
57,117369,223856,652,70,1,24.66,48,"PhD","Part-time","Married","No",0
33,76257,163995,578,42,3,4.03,60,"Master's","Unemployed","Married","Yes",0
40,58927,184410,331,27,4,7.16,12,"PhD","Part-time","Married","Yes",0
49,148362,70839,432,52,1,24.52,60,"High School","Full-time","Divorced","No",0
65,21049,78602,655,33,3,6.99,48,"Bachelor's","Full-time","Single","No",0
45,95136,11682,737,62,2,13.56,12,"Bachelor's","Full-time","Married","Yes",0
61,70042,78745,827,23,3,17.51,12,"Bachelor's","Unemployed","Married","Yes",0
67,98220,103077,523,100,1,20.21,12,"PhD","Self-employed","Married","Yes",0
60,143321,32964,628,52,2,23.52,36,"Bachelor's","Part-time","Divorced","No",1
31,100626,18049,419,29,3,20.58,48,"Master's","Unemployed","Divorced","No",1
64,102614,246431,714,16,4,18.42,36,"PhD","Part-time","Divorced","No",1
64,80357,13436,335,50,3,15.6,48,"Bachelor's","Self-employed","Married","Yes",0
45,141130,74377,636,52,1,17.99,60,"Master's","Self-employed","Married","Yes",0
30,20177,24643,623,76,2,6.3,24,"Master's","Self-employed","Single","Yes",0
50,15535,162757,844,41,4,19.04,36,"Bachelor's","Full-time","Divorced","Yes",0
39,119101,208532,483,100,3,6.06,24,"High School","Self-employed","Single","No",0
28,104139,17119,498,106,1,4.43,60,"PhD","Full-time","Divorced","No",0
26,76074,59754,418,33,1,6.53,24,"High School","Self-employed","Married","Yes",1
47,139967,68314,615,26,1,19.82,12,"Master's","Self-employed","Divorced","No",1
50,147520,124517,745,25,2,7.37,24,"High School","Self-employed","Divorced","No",0
29,144993,98205,683,40,2,9.47,12,"Bachelor's","Self-employed","Divorced","No",0
41,123748,96491,315,9,1,12.99,60,"PhD","Part-time","Divorced","No",0
69,100417,111073,660,19,4,22.81,60,"Master's","Full-time","Single","Yes",0
55,147750,27362,477,68,4,12.59,48,"Master's","Full-time","Single","No",0
46,87896,113107,770,109,4,18.49,36,"PhD","Self-employed","Single","Yes",0
35,132992,63898,720,64,1,11.79,60,"High School","Part-time","Married","Yes",0
48,62901,23222,808,28,1,6.15,48,"High School","Full-time","Single","No",0
25,48728,20862,427,82,3,24.77,36,"Master's","Self-employed","Single","No",0
63,60461,22223,727,59,3,12.58,12,"PhD","Part-time","Single","No",0
48,134880,151792,395,49,4,16.34,36,"High School","Unemployed","Divorced","Yes",0
41,145814,230170,603,11,1,9.19,36,"PhD","Part-time","Divorced","No",0
59,106117,131755,814,102,1,5.83,48,"PhD","Part-time","Married","No",0
49,96873,147249,501,36,3,6.18,48,"PhD","Full-time","Married","Yes",0
43,107894,58974,310,96,2,12.26,48,"Master's","Part-time","Married","Yes",0
57,135981,107186,472,86,3,24.79,36,"Bachelor's","Full-time","Divorced","Yes",0
41,27744,19105,539,75,1,12.74,24,"High School","Self-employed","Married","Yes",0
67,98975,187086,734,60,2,6.56,12,"Master's","Part-time","Divorced","No",0
23,90081,175160,743,100,3,3.83,36,"Master's","Part-time","Divorced","Yes",0
63,137292,45839,374,55,2,2.55,60,"PhD","Full-time","Single","Yes",0
65,98682,108576,337,98,4,24.21,36,"Bachelor's","Self-employed","Divorced","No",0
62,67161,178865,397,38,2,16.29,24,"PhD","Part-time","Divorced","Yes",0
23,66030,228795,718,98,2,7.06,12,"Bachelor's","Self-employed","Married","No",0
66,149591,20480,443,56,1,12.83,48,"High School","Full-time","Married","No",0
68,111114,45309,633,15,2,9.82,12,"Bachelor's","Unemployed","Married","No",0
56,93569,99733,707,101,4,16.35,60,"PhD","Self-employed","Single","Yes",0
24,123594,165032,730,84,3,16.97,60,"Master's","Full-time","Single","No",0
48,128002,35746,583,17,1,11.91,36,"High School","Full-time","Married","No",0
60,57930,235987,692,53,1,19.4,60,"Master's","Self-employed","Divorced","No",0
32,73972,190122,509,103,2,7.13,36,"High School","Self-employed","Married","Yes",0
56,113063,77493,650,93,1,21.07,24,"Master's","Part-time","Divorced","No",0
24,25443,41398,326,36,4,5.03,12,"Master's","Part-time","Married","No",0
56,86591,227851,659,37,2,23.49,36,"High School","Self-employed","Divorced","Yes",0
40,52023,225195,401,17,2,23.75,24,"High School","Unemployed","Married","No",1
44,99938,133984,380,58,2,11.28,36,"Master's","Self-employed","Married","Yes",0
66,50836,231201,466,15,3,11.17,12,"PhD","Part-time","Married","Yes",0
69,102920,23239,536,69,3,10.52,48,"PhD","Unemployed","Married","Yes",0
35,145719,17666,421,117,1,14.44,24,"Master's","Part-time","Divorced","No",0
57,92849,79624,579,74,4,11.98,48,"Master's","Self-employed","Single","Yes",0
58,50447,10921,443,85,2,24.58,60,"Master's","Full-time","Divorced","Yes",0
37,69791,35269,819,12,1,16.55,12,"Master's","Self-employed","Divorced","Yes",0
18,49007,97655,696,17,3,19.45,24,"High School","Part-time","Single","No",1
39,125470,109752,337,31,4,8.21,48,"Bachelor's","Self-employed","Divorced","No",0
44,132365,91114,348,22,4,19.84,12,"Master's","Part-time","Single","Yes",0
50,48071,41165,553,93,4,11.33,36,"Bachelor's","Part-time","Single","Yes",0
35,57515,31411,419,37,2,10.66,48,"Bachelor's","Part-time","Single","Yes",0
39,147878,152815,578,9,1,24.75,24,"High School","Self-employed","Divorced","No",0
52,56384,67324,521,91,2,16.87,48,"Master's","Self-employed","Divorced","Yes",0
33,112991,198650,773,108,3,3.23,36,"Master's","Self-employed","Married","Yes",0
33,28553,8430,593,75,4,22.47,48,"Bachelor's","Full-time","Single","Yes",0
66,123737,6832,539,75,2,20.67,24,"Master's","Unemployed","Single","Yes",0
57,40971,11241,356,9,2,20.62,24,"PhD","Self-employed","Single","Yes",0
21,24213,40516,451,6,2,16.9,24,"Bachelor's","Part-time","Divorced","No",0
49,108483,185006,325,48,2,12.13,24,"Master's","Part-time","Divorced","Yes",0
57,146334,161674,651,11,2,24.8,24,"Master's","Self-employed","Single","No",1
34,55560,247922,334,111,2,14.26,48,"High School","Unemployed","Married","Yes",0
40,68686,167139,354,11,1,12.24,12,"PhD","Self-employed","Single","Yes",0
28,93603,213247,817,63,1,11.37,48,"Bachelor's","Unemployed","Single","No",0
29,37429,220324,798,19,4,2.46,36,"Master's","Unemployed","Single","No",0
46,58802,157275,619,8,2,22.67,12,"High School","Self-employed","Married","No",1
38,72138,73597,357,108,2,24.65,24,"Bachelor's","Self-employed","Married","No",0
39,147836,99622,551,83,3,9.69,12,"Master's","Full-time","Married","Yes",0
67,116967,182826,710,96,4,17.65,48,"Bachelor's","Unemployed","Married","No",0
39,104310,162328,735,4,2,23.7,48,"Master's","Unemployed","Divorced","No",1
30,23673,233689,729,71,3,15.18,24,"PhD","Self-employed","Married","No",0
42,58909,128277,459,32,4,4.92,36,"PhD","Full-time","Married","Yes",0
24,132802,241078,755,43,4,16.87,24,"PhD","Self-employed","Married","Yes",1
52,91270,78748,823,101,1,7.72,24,"Bachelor's","Unemployed","Single","Yes",0
61,67139,31922,334,19,3,4,12,"Master's","Full-time","Single","Yes",0
39,77496,29030,685,115,1,24.72,24,"Bachelor's","Part-time","Divorced","No",0
35,93284,174329,583,71,2,23.77,36,"High School","Unemployed","Divorced","Yes",0
50,55554,149208,706,111,3,13.05,24,"Master's","Unemployed","Married","Yes",0
65,126272,178834,324,18,4,13.1,60,"Bachelor's","Full-time","Single","No",0
21,99612,175053,436,26,4,11.83,24,"High School","Part-time","Single","No",0
58,137700,123475,639,52,4,7.13,12,"High School","Full-time","Married","Yes",0
36,97992,98898,718,48,1,12.1,60,"Master's","Unemployed","Married","Yes",0
55,53994,168440,799,107,4,11.05,24,"Master's","Self-employed","Single","Yes",1
32,79676,161855,555,20,4,10.41,12,"Bachelor's","Full-time","Single","Yes",0
44,43360,189277,831,63,4,19.35,36,"PhD","Unemployed","Married","No",0
31,147318,111091,693,10,1,6.08,12,"PhD","Part-time","Married","Yes",0
22,49444,235348,405,118,2,7.42,48,"PhD","Part-time","Single","No",1
25,46798,128358,364,62,2,4.59,24,"High School","Unemployed","Divorced","Yes",0
33,56365,5739,505,105,1,16.43,36,"PhD","Full-time","Divorced","Yes",0
59,44090,135175,361,30,1,11.37,24,"Bachelor's","Part-time","Single","No",0
30,104532,221453,843,50,3,23.31,36,"High School","Unemployed","Divorced","No",0
31,83563,79623,747,79,4,13.07,60,"Master's","Self-employed","Single","Yes",0
60,44317,174800,429,48,1,18.24,48,"Master's","Unemployed","Divorced","No",0
52,82456,84358,426,76,4,18.95,48,"High School","Self-employed","Single","No",0
52,93857,33327,314,90,2,18.3,60,"Bachelor's","Part-time","Married","No",0
30,85670,42451,467,25,1,6.37,36,"PhD","Part-time","Single","Yes",1
58,88242,205023,654,108,1,23.35,24,"PhD","Part-time","Divorced","No",1
22,148824,159178,583,113,2,21.32,36,"Bachelor's","Part-time","Divorced","Yes",0
44,88156,86251,824,96,1,23.03,24,"High School","Part-time","Divorced","Yes",1
52,72610,221747,841,57,4,20.02,12,"Bachelor's","Full-time","Divorced","No",0
66,71300,203641,800,30,4,17.82,36,"Master's","Unemployed","Single","Yes",0
47,103991,27486,389,13,4,5.8,24,"PhD","Part-time","Divorced","Yes",0
37,85166,214274,541,115,2,20.29,48,"Master's","Self-employed","Single","Yes",0
38,96994,142819,840,32,1,13.78,48,"PhD","Unemployed","Single","Yes",0
53,74031,90173,555,41,4,8.96,24,"High School","Self-employed","Divorced","Yes",0
19,22765,91190,601,23,1,11.72,48,"High School","Full-time","Married","Yes",0
19,56065,203558,427,34,4,3.15,48,"Master's","Self-employed","Single","Yes",0
63,133282,214854,392,63,1,5.73,24,"High School","Unemployed","Divorced","No",0
30,146819,99660,837,20,2,8.32,36,"High School","Full-time","Single","Yes",0
38,86156,57350,588,11,4,21.38,60,"Bachelor's","Unemployed","Married","No",1
53,37317,246387,392,9,3,13.87,12,"Master's","Unemployed","Married","Yes",0
59,123770,35534,376,93,3,5.16,24,"Bachelor's","Unemployed","Married","Yes",0
55,60078,105183,466,104,1,6.88,60,"Master's","Part-time","Single","Yes",0
39,42061,246026,331,28,1,8.55,24,"Bachelor's","Self-employed","Single","No",0
19,23342,59976,367,11,3,11.86,48,"PhD","Unemployed","Married","No",0
60,26780,239788,828,85,4,21.43,48,"Master's","Full-time","Single","No",0
37,113373,48809,334,35,4,10.62,60,"Master's","Self-employed","Married","No",0
59,132473,141574,322,29,4,6,24,"PhD","Part-time","Divorced","Yes",0
25,73913,159986,523,57,4,18.05,36,"Bachelor's","Self-employed","Single","Yes",1
68,102044,63110,533,64,4,22.17,36,"High School","Full-time","Single","Yes",0
30,76371,170400,407,50,1,6.15,60,"High School","Full-time","Divorced","No",0
48,146178,34449,808,92,2,12.83,12,"Bachelor's","Full-time","Married","Yes",0
54,73015,151763,819,118,3,7.1,24,"Master's","Self-employed","Married","Yes",0
62,87162,202260,786,97,1,10.47,12,"High School","Part-time","Divorced","No",0
57,121162,89704,617,71,4,18.53,24,"High School","Self-employed","Married","Yes",0
61,115676,228512,759,0,3,4.43,12,"Master's","Part-time","Single","Yes",0
32,65376,170220,570,74,1,7.99,48,"PhD","Full-time","Single","Yes",0
58,108119,131427,662,106,2,12.48,60,"High School","Self-employed","Married","Yes",0
18,48930,177300,788,43,1,16.15,60,"Master's","Full-time","Single","No",0
33,114573,143691,735,115,2,11.62,12,"PhD","Self-employed","Married","No",0
53,55583,193313,441,48,1,7.85,12,"High School","Unemployed","Single","No",0
43,42534,161149,673,5,4,21.38,60,"Master's","Unemployed","Single","No",1
55,133164,177075,792,112,1,10.33,12,"Master's","Self-employed","Single","No",0
59,132686,137164,455,15,4,23.56,48,"Bachelor's","Full-time","Divorced","Yes",0
24,134633,121436,326,21,4,19.89,48,"PhD","Part-time","Divorced","No",0
57,16083,26195,749,71,1,21.61,36,"Master's","Self-employed","Single","Yes",0
58,29758,109742,630,119,2,9.39,12,"High School","Unemployed","Single","Yes",0
29,39495,216439,758,31,2,21.03,36,"PhD","Part-time","Divorced","No",0
39,135786,84051,721,118,3,7.82,48,"Bachelor's","Part-time","Single","Yes",0
25,99377,102423,738,98,1,17.02,48,"Master's","Unemployed","Married","Yes",0
21,70732,65883,546,38,3,5.08,24,"PhD","Unemployed","Divorced","Yes",1
35,32269,81250,465,16,1,20.27,24,"Bachelor's","Full-time","Divorced","No",0
67,97720,60304,423,27,4,15.78,36,"High School","Full-time","Married","No",0
20,110571,137259,777,53,4,17.29,48,"Master's","Self-employed","Divorced","No",1
60,27813,124705,344,83,1,7.8,24,"High School","Part-time","Married","Yes",0
22,47403,136864,830,112,1,20.89,48,"PhD","Full-time","Divorced","Yes",0
46,92820,193903,630,64,1,20.33,24,"PhD","Full-time","Divorced","No",0
38,78215,45443,510,16,1,5.11,12,"PhD","Part-time","Single","Yes",0
42,53971,29269,504,93,3,16.51,48,"Master's","Unemployed","Married","Yes",1
49,88269,140242,425,56,4,17.16,24,"Bachelor's","Full-time","Single","No",0
68,47461,148965,753,78,1,19.91,24,"High School","Unemployed","Married","No",1
54,85043,141599,649,111,2,19.49,60,"High School","Full-time","Single","Yes",0
19,132055,196934,836,30,3,19.54,24,"Master's","Self-employed","Divorced","Yes",0
41,97275,152526,396,49,1,15.2,60,"High School","Part-time","Married","Yes",0
27,21887,41357,572,119,1,20.25,36,"High School","Full-time","Single","Yes",0
46,69617,231106,426,70,2,7.93,36,"Bachelor's","Unemployed","Married","No",0
42,101257,48154,731,71,3,8.07,24,"PhD","Unemployed","Married","No",0
46,121408,225102,772,14,2,17.39,12,"Master's","Self-employed","Married","No",0
64,16168,85412,608,70,1,24.09,48,"PhD","Part-time","Divorced","No",0
22,117442,207806,713,74,4,7.9,12,"Bachelor's","Full-time","Married","No",0
61,67646,239855,498,117,3,19.38,12,"Bachelor's","Unemployed","Single","Yes",0
43,148018,204400,421,48,3,6.62,36,"Master's","Unemployed","Married","No",0
57,19639,122748,519,62,2,7.44,24,"Bachelor's","Self-employed","Divorced","Yes",0
26,117947,138174,358,91,2,16.46,36,"PhD","Unemployed","Single","No",0
39,16948,141203,792,26,2,24.96,36,"Master's","Unemployed","Single","Yes",0
57,86570,176033,809,70,3,3.52,60,"Bachelor's","Unemployed","Single","Yes",0
37,47724,205997,496,102,1,11.29,48,"Master's","Unemployed","Married","Yes",0
26,44497,115497,343,20,1,17.31,36,"Master's","Self-employed","Divorced","No",0
18,38849,56498,561,114,3,9.61,36,"PhD","Full-time","Divorced","Yes",0
59,79766,7877,315,6,4,12.81,36,"High School","Unemployed","Divorced","No",0
54,103059,242903,507,14,1,22.96,24,"PhD","Full-time","Single","Yes",0
63,113423,95188,435,19,1,24.65,60,"Master's","Full-time","Divorced","No",0
54,98795,26370,519,71,2,4.29,24,"Bachelor's","Self-employed","Divorced","No",0
49,27791,219366,817,41,1,8.13,48,"Master's","Part-time","Single","No",0
43,37976,53987,548,111,3,22.32,12,"High School","Full-time","Married","No",0
